Make,Model,Year,Country of Origin,Transmission,Engine Type,Engine Size (L),Mileage (km),Condition,Previous Owners,Additional Features,Resale Value (Ksh)
Toyota,Corolla,2011,Japan,Automatic,Petrol,2.5,176017,Good,5,GPS,655499
Subaru,Forester,2023,Japan,Manual,Petrol,4.0,95162,Very Good,2,Bluetooth,2177694
Ford,Explorer,2004,USA,Manual,Diesel,2.5,21141,Poor,4,None,292120
BMW,3 Series,2014,Germany,Manual,Diesel,1.8,101039,Poor,0,Sunroof,1141976
Subaru,Forester,2010,Japan,Manual,Diesel,1.8,199498,Good,4,Backup Camera,756129
Subaru,Forester,2005,Japan,Manual,Diesel,1.4,190681,Excellent,0,GPS,639987
Nissan,Qashqai,2019,Japan,Automatic,Diesel,4.0,135710,Very Good,5,GPS,1750263
Toyota,Corolla,2015,Japan,Manual,Petrol,4.0,84689,Good,4,Backup Camera,1530641
BMW,X5,2023,Germany,Manual,Petrol,1.6,153667,Good,2,Backup Camera,2428584
Honda,Accord,2020,Japan,Automatic,Petrol,1.4,141461,Very Good,2,Heated Seats,1351704
Mercedes,C-Class,2019,Germany,Automatic,Diesel,1.4,104532,Fair,1,GPS,1789034
Toyota,RAV4,2022,Japan,Manual,Petrol,2.0,138559,Fair,0,None,1071615
Toyota,Land Cruiser,2014,Japan,Automatic,Diesel,3.2,33484,Fair,3,Bluetooth,1300203
Nissan,Qashqai,2016,Japan,Manual,Diesel,2.0,148903,Very Good,0,Heated Seats,1174914
Nissan,Navara,2023,Japan,Manual,Diesel,2.0,155788,Very Good,4,Bluetooth,1490148
BMW,X3,2004,Germany,Manual,Petrol,2.5,191548,Very Good,4,Sunroof,1576193
Ford,Focus,2023,USA,Manual,Petrol,3.2,147975,Excellent,2,Heated Seats,2319911
Ford,Explorer,2023,USA,Manual,Diesel,1.4,171003,Poor,0,Bluetooth,819035
Ford,Explorer,2003,USA,Automatic,Petrol,2.0,16287,Poor,4,Backup Camera,383906
Subaru,Impreza,2016,Japan,Manual,Petrol,1.8,157339,Very Good,4,Leather Seats,1046619
Subaru,Impreza,2003,Japan,Manual,Diesel,1.4,57447,Poor,1,Bluetooth,383442
Nissan,Qashqai,2023,Japan,Manual,Diesel,3.0,70242,Very Good,1,Backup Camera,1694856
Mercedes,GLA,2019,Germany,Automatic,Petrol,2.5,169166,Poor,2,None,1346392
Ford,Explorer,2013,USA,Automatic,Petrol,2.5,149591,Fair,0,Sunroof,776270
BMW,X3,2017,Germany,Manual,Diesel,1.4,29027,Excellent,2,Leather Seats,2859374
Honda,Accord,2006,Japan,Manual,Diesel,3.2,94338,Poor,5,Heated Seats,697519
BMW,5 Series,2001,Germany,Manual,Petrol,3.0,170601,Good,5,Leather Seats,1267063
Honda,Accord,2002,Japan,Automatic,Petrol,2.0,51598,Fair,5,Heated Seats,211887
Mercedes,GLE,2008,Germany,Manual,Diesel,1.8,88828,Good,4,None,1642388
Subaru,Outback,2014,Japan,Automatic,Diesel,3.0,21925,Very Good,2,None,1297883
Toyota,RAV4,2010,Japan,Manual,Petrol,2.0,161414,Poor,2,Sunroof,352641
Volkswagen,Tiguan,2001,Germany,Automatic,Diesel,4.0,108481,Fair,5,Sunroof,1355752
Subaru,XV,2000,Japan,Automatic,Petrol,2.0,120572,Poor,3,Backup Camera,115539
BMW,5 Series,2001,Germany,Automatic,Diesel,3.2,20815,Fair,5,Bluetooth,1549125
Ford,Ranger,2015,USA,Automatic,Petrol,3.2,148015,Excellent,0,GPS,1846054
Subaru,Forester,2015,Japan,Automatic,Petrol,1.4,45054,Excellent,0,Bluetooth,1462307
Toyota,Land Cruiser,2009,Japan,Manual,Diesel,2.0,164618,Very Good,2,Bluetooth,717058
Toyota,Camry,2015,Japan,Automatic,Petrol,2.5,26988,Poor,1,None,751222
Subaru,XV,2022,Japan,Automatic,Petrol,1.4,187307,Poor,5,None,684449
Mercedes,C-Class,2014,Germany,Automatic,Petrol,1.8,180301,Good,0,Backup Camera,1968511
Nissan,Juke,2017,Japan,Manual,Diesel,1.4,119162,Excellent,2,Bluetooth,1363122
Ford,Explorer,2007,USA,Manual,Diesel,2.5,24417,Good,2,None,734888
Mercedes,GLA,2023,Germany,Manual,Diesel,1.8,30861,Good,0,Backup Camera,2648505
Volkswagen,Tiguan,2000,Germany,Manual,Petrol,4.0,73181,Very Good,1,Leather Seats,2082921
BMW,X5,2007,Germany,Automatic,Petrol,2.0,32140,Excellent,2,Heated Seats,2247934
Toyota,RAV4,2008,Japan,Manual,Petrol,1.6,160170,Very Good,4,None,626469
Toyota,Land Cruiser,2020,Japan,Manual,Petrol,3.2,106326,Poor,5,Leather Seats,905242
Subaru,XV,2001,Japan,Manual,Diesel,4.0,128475,Poor,4,Bluetooth,460883
Toyota,Corolla,2006,Japan,Automatic,Diesel,1.8,78581,Very Good,5,GPS,693963
Volkswagen,Golf,2007,Germany,Manual,Petrol,1.4,108893,Good,0,Leather Seats,1622280
Volkswagen,Tiguan,2012,Germany,Manual,Diesel,1.4,124063,Good,0,Backup Camera,1815875
Ford,Ranger,2006,USA,Automatic,Petrol,2.5,85768,Poor,4,GPS,391522
Subaru,Outback,2000,Japan,Manual,Petrol,4.0,16907,Excellent,1,GPS,1226944
Volkswagen,Polo,2015,Germany,Manual,Diesel,2.0,110275,Poor,3,GPS,1151339
BMW,X5,2003,Germany,Manual,Petrol,1.8,5561,Good,0,Leather Seats,1696404
Ford,Focus,2015,USA,Automatic,Diesel,1.4,122305,Good,4,GPS,892694
Volkswagen,Golf,2020,Germany,Automatic,Diesel,3.0,86013,Excellent,0,Sunroof,2859144
Volkswagen,Golf,2018,Germany,Automatic,Petrol,1.6,198790,Excellent,5,Sunroof,2617658
BMW,X3,2021,Germany,Automatic,Petrol,1.6,74788,Poor,3,None,1298139
Volkswagen,Passat,2010,Germany,Automatic,Diesel,1.8,47029,Poor,3,Bluetooth,1074112
Toyota,RAV4,2004,Japan,Manual,Diesel,3.0,135891,Fair,4,Sunroof,292711
Mercedes,GLE,2008,Germany,Manual,Diesel,4.0,198262,Fair,1,Sunroof,1719999
Nissan,Juke,2013,Japan,Manual,Diesel,1.8,113077,Good,3,None,888223
Subaru,XV,2017,Japan,Manual,Diesel,1.4,126803,Excellent,2,Bluetooth,1292052
BMW,X3,2002,Germany,Manual,Petrol,4.0,103372,Good,5,Sunroof,1740732
Nissan,Juke,2003,Japan,Automatic,Diesel,1.4,76684,Poor,1,Sunroof,285102
Nissan,Navara,2016,Japan,Automatic,Diesel,4.0,58260,Fair,5,None,1345821
Nissan,X-Trail,2000,Japan,Automatic,Diesel,1.4,167776,Excellent,4,Sunroof,211826
BMW,X3,2000,Germany,Automatic,Diesel,2.5,140167,Fair,3,Backup Camera,908392
Honda,Accord,2000,Japan,Automatic,Diesel,2.0,156299,Fair,0,Sunroof,265640
Volkswagen,Polo,2009,Germany,Manual,Petrol,3.0,72777,Very Good,5,GPS,1931522
Ford,Focus,2016,USA,Automatic,Petrol,1.4,197884,Good,4,Bluetooth,1052229
Mercedes,GLE,2011,Germany,Automatic,Diesel,1.6,79512,Excellent,5,Heated Seats,2184385
Subaru,XV,2007,Japan,Manual,Petrol,3.0,126671,Excellent,0,None,775149
Mercedes,C-Class,2018,Germany,Manual,Petrol,3.2,9618,Excellent,1,GPS,3383847
Mercedes,GLE,2013,Germany,Automatic,Petrol,1.6,130085,Poor,5,Leather Seats,1135868
Subaru,Impreza,2008,Japan,Automatic,Diesel,3.0,182450,Very Good,4,Leather Seats,701996
Mercedes,E-Class,2018,Germany,Manual,Petrol,2.0,36472,Fair,3,None,1732226
Mercedes,E-Class,2005,Germany,Manual,Diesel,3.0,36628,Excellent,1,None,2140122
Volkswagen,Tiguan,2018,Germany,Automatic,Diesel,4.0,180522,Excellent,4,Leather Seats,3056389
Toyota,Camry,2021,Japan,Manual,Diesel,4.0,145843,Excellent,5,Bluetooth,2216669
Honda,Civic,2023,Japan,Manual,Petrol,4.0,191576,Poor,5,Sunroof,1059979
Nissan,X-Trail,2010,Japan,Manual,Petrol,1.6,98130,Excellent,4,Backup Camera,1063337
Nissan,Qashqai,2005,Japan,Manual,Diesel,3.0,94115,Very Good,3,None,702887
Subaru,XV,2007,Japan,Manual,Diesel,2.5,176650,Poor,1,Sunroof,361600
Volkswagen,Polo,2007,Germany,Manual,Petrol,3.0,150844,Good,0,None,1568151
Subaru,Forester,2014,Japan,Manual,Diesel,3.2,71281,Fair,2,GPS,1187379
Volkswagen,Tiguan,2023,Germany,Manual,Diesel,1.4,181874,Very Good,2,GPS,2585072
Volkswagen,Tiguan,2006,Germany,Manual,Diesel,2.0,126093,Good,4,Sunroof,1595144
Subaru,Outback,2005,Japan,Automatic,Diesel,2.0,118355,Poor,5,GPS,255205
Honda,Fit,2015,Japan,Manual,Petrol,1.6,96713,Very Good,5,Heated Seats,1078319
Subaru,Forester,2015,Japan,Manual,Diesel,4.0,146951,Very Good,1,Sunroof,1736274
Honda,CR-V,2005,Japan,Automatic,Petrol,1.6,47445,Good,5,GPS,647801
Honda,Civic,2014,Japan,Automatic,Diesel,1.8,143086,Good,3,Leather Seats,917979
Honda,CR-V,2009,Japan,Automatic,Petrol,2.0,62659,Poor,0,None,508455
Toyota,Camry,2003,Japan,Manual,Petrol,1.4,153441,Very Good,0,Heated Seats,540856
BMW,X5,2018,Germany,Automatic,Diesel,2.5,87950,Very Good,4,Backup Camera,2423341
Honda,Civic,2021,Japan,Automatic,Diesel,1.6,90949,Good,3,Heated Seats,1393727
BMW,X5,2017,Germany,Manual,Petrol,2.0,194123,Fair,2,Bluetooth,1742658
Volkswagen,Passat,2018,Germany,Automatic,Diesel,2.5,196929,Good,1,Heated Seats,2283000
BMW,3 Series,2004,Germany,Manual,Diesel,3.0,35174,Poor,0,Sunroof,966465
Subaru,Outback,2005,Japan,Automatic,Petrol,1.8,192279,Good,5,Backup Camera,500011
Nissan,X-Trail,2012,Japan,Manual,Diesel,1.4,11098,Excellent,0,GPS,1345562
Honda,Fit,2000,Japan,Automatic,Petrol,1.6,40349,Poor,4,Leather Seats,152955
Volkswagen,Passat,2003,Germany,Manual,Petrol,1.6,126078,Good,1,GPS,1531431
Volkswagen,Polo,2006,Germany,Manual,Petrol,4.0,178207,Poor,0,Heated Seats,1260184
BMW,5 Series,2021,Germany,Manual,Petrol,2.5,45578,Very Good,3,Bluetooth,2796617
Ford,Explorer,2023,USA,Automatic,Petrol,3.0,14261,Excellent,2,None,1862619
Honda,Fit,2012,Japan,Manual,Diesel,2.0,19579,Poor,0,Leather Seats,566820
Volkswagen,Passat,2009,Germany,Manual,Diesel,3.0,56305,Good,1,Heated Seats,1797490
Ford,Focus,2012,USA,Manual,Diesel,1.6,111637,Very Good,5,Backup Camera,921887
BMW,X3,2015,Germany,Automatic,Diesel,1.6,196355,Poor,1,None,1153850
Toyota,Land Cruiser,2007,Japan,Manual,Petrol,1.8,178655,Very Good,0,Heated Seats,707462
Volkswagen,Tiguan,2003,Germany,Automatic,Diesel,2.0,15581,Good,1,Sunroof,1686585
Subaru,XV,2012,Japan,Manual,Petrol,2.0,101364,Excellent,5,Leather Seats,909203
Subaru,Impreza,2003,Japan,Automatic,Petrol,4.0,47989,Poor,5,Bluetooth,538955
Volkswagen,Passat,2000,Germany,Manual,Petrol,1.8,163908,Good,1,Heated Seats,1213006
Subaru,Forester,2018,Japan,Manual,Diesel,2.5,57842,Very Good,0,Backup Camera,1507870
Ford,Ranger,2002,USA,Automatic,Petrol,4.0,69105,Good,0,Heated Seats,1061029
Nissan,Juke,2005,Japan,Manual,Petrol,1.6,185618,Poor,2,Backup Camera,331050
Mercedes,E-Class,2009,Germany,Manual,Petrol,2.0,23635,Very Good,0,GPS,2140828
Nissan,X-Trail,2020,Japan,Automatic,Petrol,3.0,29396,Good,4,Bluetooth,1493421
BMW,X3,2015,Germany,Manual,Diesel,2.5,13235,Excellent,2,Leather Seats,2637917
Mercedes,GLA,2013,Germany,Automatic,Petrol,2.0,161117,Good,0,None,2005906
Toyota,Corolla,2015,Japan,Manual,Diesel,2.5,58759,Fair,2,Sunroof,797297
Ford,Fiesta,2019,USA,Automatic,Petrol,1.8,111968,Fair,1,None,964762
Mercedes,GLE,2000,Germany,Automatic,Diesel,2.5,168481,Fair,3,Leather Seats,1017867
Toyota,Camry,2001,Japan,Manual,Diesel,1.8,73237,Poor,5,Leather Seats,156820
Mercedes,GLE,2017,Germany,Manual,Petrol,1.8,6201,Fair,0,Bluetooth,1855308
Mercedes,GLA,2005,Germany,Manual,Diesel,3.2,10363,Good,4,None,2231591
Mercedes,E-Class,2007,Germany,Manual,Diesel,2.5,103773,Fair,1,None,1311758
Subaru,XV,2020,Japan,Manual,Petrol,3.0,79916,Fair,2,None,1162695
BMW,X5,2015,Germany,Manual,Diesel,4.0,6910,Poor,4,Heated Seats,1627713
Mercedes,E-Class,2010,Germany,Manual,Petrol,1.6,73193,Fair,2,Heated Seats,1558281
Honda,Civic,2020,Japan,Automatic,Diesel,2.0,14165,Good,2,Sunroof,1539395
Nissan,Qashqai,2017,Japan,Automatic,Petrol,1.6,106403,Good,1,Bluetooth,1235661
Ford,Fiesta,2015,USA,Manual,Diesel,2.5,56520,Excellent,4,Bluetooth,1369439
Subaru,Forester,2001,Japan,Automatic,Diesel,1.8,74577,Fair,5,GPS,294917
Volkswagen,Golf,2018,Germany,Manual,Diesel,1.4,37131,Excellent,4,Sunroof,2858003
Volkswagen,Passat,2014,Germany,Manual,Petrol,4.0,86143,Excellent,4,Leather Seats,2946986
Ford,Fiesta,2006,USA,Manual,Petrol,4.0,34948,Fair,1,Sunroof,1044083
Nissan,X-Trail,2008,Japan,Manual,Diesel,1.8,174714,Good,5,Leather Seats,569629
Toyota,Land Cruiser,2001,Japan,Manual,Diesel,3.2,134173,Good,0,None,790128
Mercedes,E-Class,2005,Germany,Automatic,Petrol,3.2,191182,Fair,0,GPS,1687104
Mercedes,GLA,2002,Germany,Manual,Diesel,2.5,177903,Good,3,GPS,1312395
Honda,Accord,2015,Japan,Automatic,Diesel,1.4,102995,Excellent,1,GPS,1212518
BMW,5 Series,2015,Germany,Automatic,Diesel,1.8,151843,Fair,4,Sunroof,1455366
Toyota,Corolla,2009,Japan,Automatic,Petrol,1.4,101397,Very Good,3,GPS,806929
Toyota,RAV4,2002,Japan,Manual,Petrol,2.5,37626,Very Good,1,Backup Camera,722687
Volkswagen,Golf,2000,Germany,Manual,Petrol,1.6,101345,Very Good,4,Leather Seats,1341230
BMW,X3,2020,Germany,Manual,Diesel,1.8,91307,Poor,2,Sunroof,1324185
Subaru,Outback,2015,Japan,Manual,Diesel,4.0,24850,Very Good,0,Backup Camera,1937669
Honda,Civic,2018,Japan,Manual,Diesel,1.4,111418,Very Good,3,Bluetooth,1257397
Ford,Focus,2019,USA,Manual,Diesel,3.0,26359,Good,0,Backup Camera,1460906
Volkswagen,Polo,2009,Germany,Automatic,Diesel,3.2,21350,Very Good,0,Sunroof,2650951
BMW,5 Series,2005,Germany,Automatic,Petrol,1.6,45341,Good,4,GPS,1584483
Nissan,Qashqai,2001,Japan,Automatic,Diesel,1.6,161810,Very Good,1,Leather Seats,390359
Nissan,X-Trail,2008,Japan,Manual,Diesel,2.5,113940,Very Good,2,GPS,777034
Subaru,Outback,2006,Japan,Automatic,Diesel,1.4,155091,Excellent,0,Leather Seats,648532
Nissan,Qashqai,2017,Japan,Manual,Diesel,3.0,197678,Fair,3,Bluetooth,821197
Nissan,X-Trail,2006,Japan,Manual,Diesel,2.0,88602,Good,0,Heated Seats,728561
Subaru,Forester,2004,Japan,Automatic,Diesel,1.8,82236,Poor,0,GPS,368460
Ford,Fiesta,2006,USA,Automatic,Diesel,4.0,185958,Good,2,None,957315
Volkswagen,Tiguan,2015,Germany,Automatic,Diesel,1.8,70192,Very Good,5,Bluetooth,2188660
BMW,3 Series,2003,Germany,Manual,Petrol,2.0,91215,Excellent,4,Bluetooth,1712835
Ford,Ranger,2011,USA,Manual,Diesel,3.0,20342,Good,0,GPS,1062421
Volkswagen,Tiguan,2019,Germany,Automatic,Diesel,4.0,103923,Very Good,5,Heated Seats,2953043
Volkswagen,Tiguan,2012,Germany,Manual,Diesel,4.0,21365,Very Good,4,None,2667944
BMW,X3,2019,Germany,Automatic,Petrol,2.5,127618,Poor,4,None,1209954
Ford,Ranger,2000,USA,Manual,Petrol,2.0,155737,Good,1,None,224018
Honda,CR-V,2011,Japan,Manual,Diesel,1.4,154246,Fair,3,Leather Seats,647050
Nissan,X-Trail,2023,Japan,Manual,Diesel,4.0,150009,Good,3,Leather Seats,1928734
Nissan,X-Trail,2010,Japan,Manual,Diesel,1.6,188457,Good,3,Backup Camera,623465
Subaru,XV,2020,Japan,Manual,Petrol,3.2,121038,Excellent,0,Leather Seats,2158573
Nissan,X-Trail,2010,Japan,Automatic,Diesel,3.0,123281,Good,4,Bluetooth,713312
BMW,X5,2018,Germany,Automatic,Petrol,3.0,66097,Poor,3,Leather Seats,1284617
Subaru,Forester,2003,Japan,Automatic,Diesel,2.0,75446,Fair,1,Backup Camera,392566
Volkswagen,Polo,2023,Germany,Manual,Diesel,1.8,28958,Fair,2,None,2168647
Subaru,XV,2021,Japan,Automatic,Diesel,3.0,62814,Poor,0,Bluetooth,772680
Volkswagen,Passat,2005,Germany,Automatic,Petrol,3.0,107050,Fair,3,Heated Seats,1205704
Nissan,Qashqai,2014,Japan,Automatic,Petrol,2.0,138726,Good,0,Heated Seats,1033973
Toyota,Camry,2021,Japan,Manual,Petrol,1.4,187944,Poor,4,Heated Seats,610079
Volkswagen,Passat,2017,Germany,Manual,Diesel,2.0,106848,Very Good,3,GPS,2211906
Volkswagen,Golf,2015,Germany,Manual,Diesel,2.5,63359,Good,1,GPS,2230151
Volkswagen,Golf,2013,Germany,Automatic,Diesel,1.4,20816,Poor,2,Backup Camera,1251263
BMW,5 Series,2014,Germany,Automatic,Diesel,4.0,21347,Poor,5,GPS,1605083
Nissan,Navara,2008,Japan,Automatic,Petrol,4.0,89008,Poor,0,Leather Seats,775314
Subaru,XV,2007,Japan,Manual,Diesel,2.5,126952,Very Good,4,Leather Seats,569815
Ford,Fiesta,2000,USA,Manual,Diesel,2.5,64023,Fair,1,Bluetooth,355722
Toyota,Corolla,2000,Japan,Manual,Petrol,1.8,135248,Very Good,2,Leather Seats,351112
Subaru,Outback,2011,Japan,Manual,Petrol,3.0,152990,Good,3,Backup Camera,705621
Mercedes,C-Class,2004,Germany,Automatic,Diesel,3.0,169818,Poor,3,Leather Seats,860378
Nissan,Juke,2014,Japan,Automatic,Petrol,2.0,20948,Excellent,3,GPS,1360594
Subaru,Impreza,2011,Japan,Automatic,Petrol,3.0,179429,Fair,5,Leather Seats,546406
Honda,Civic,2007,Japan,Manual,Diesel,3.0,51631,Fair,1,Leather Seats,566510
Volkswagen,Tiguan,2023,Germany,Manual,Petrol,2.0,43119,Excellent,3,Bluetooth,2990243
Subaru,Forester,2021,Japan,Automatic,Diesel,3.2,145914,Poor,4,Backup Camera,1049676
Nissan,Navara,2022,Japan,Manual,Petrol,4.0,68177,Very Good,0,Heated Seats,2284298
Ford,Focus,2014,USA,Automatic,Diesel,2.5,6085,Very Good,5,Sunroof,1218012
Honda,Fit,2020,Japan,Automatic,Diesel,1.4,147422,Good,2,Heated Seats,1165595
Volkswagen,Passat,2006,Germany,Automatic,Diesel,1.4,142354,Very Good,3,Heated Seats,1733722
Volkswagen,Polo,2021,Germany,Automatic,Petrol,1.4,49147,Fair,2,None,2068939
Volkswagen,Golf,2000,Germany,Automatic,Diesel,2.0,162404,Excellent,2,Heated Seats,1428845
Subaru,Outback,2018,Japan,Manual,Petrol,2.5,118370,Poor,2,GPS,592805
Volkswagen,Golf,2001,Germany,Manual,Diesel,3.2,18186,Good,4,GPS,1861557
Volkswagen,Golf,2017,Germany,Manual,Diesel,3.2,70701,Fair,3,Leather Seats,2076726
Honda,Civic,2013,Japan,Manual,Petrol,3.2,51208,Poor,3,Heated Seats,785209
Nissan,X-Trail,2000,Japan,Automatic,Petrol,2.0,83863,Very Good,0,GPS,359131
Toyota,Camry,2014,Japan,Automatic,Diesel,3.2,149637,Poor,2,GPS,779311
BMW,3 Series,2023,Germany,Automatic,Petrol,3.0,46765,Fair,1,Backup Camera,2072499
BMW,5 Series,2014,Germany,Automatic,Diesel,1.8,36678,Poor,5,Bluetooth,1126697
Ford,Fiesta,2022,USA,Manual,Petrol,2.5,165296,Poor,2,GPS,836591
Nissan,Qashqai,2001,Japan,Manual,Diesel,3.0,66455,Very Good,2,Heated Seats,351643
Mercedes,GLA,2017,Germany,Manual,Petrol,3.0,28814,Poor,2,Leather Seats,1293511
BMW,X5,2011,Germany,Manual,Diesel,1.4,15837,Poor,1,Bluetooth,1164620
Honda,Accord,2009,Japan,Automatic,Petrol,1.8,165647,Good,4,None,680038
Toyota,Corolla,2015,Japan,Automatic,Petrol,1.6,74139,Fair,3,Sunroof,832936
Volkswagen,Tiguan,2016,Germany,Automatic,Diesel,1.8,136401,Good,0,Leather Seats,2159131
Subaru,Forester,2018,Japan,Automatic,Diesel,3.0,109701,Poor,4,Bluetooth,690716
Mercedes,GLA,2016,Germany,Automatic,Diesel,2.0,160944,Fair,3,Backup Camera,1585172
Honda,Civic,2015,Japan,Automatic,Petrol,1.8,63687,Fair,4,None,757051
Volkswagen,Golf,2001,Germany,Manual,Diesel,1.4,82753,Good,0,GPS,1406001
Toyota,Land Cruiser,2010,Japan,Automatic,Petrol,1.8,60419,Fair,5,Sunroof,688307
BMW,X5,2023,Germany,Manual,Petrol,2.5,60630,Very Good,2,Leather Seats,2831717
Nissan,Navara,2012,Japan,Automatic,Petrol,2.0,32561,Very Good,1,Sunroof,1250325
Honda,Accord,2022,Japan,Automatic,Diesel,4.0,68546,Good,3,GPS,1958383
Volkswagen,Polo,2017,Germany,Manual,Diesel,4.0,37803,Poor,5,Leather Seats,1588524
Mercedes,GLA,2000,Germany,Manual,Diesel,3.2,21719,Fair,3,GPS,1581738
Honda,CR-V,2019,Japan,Automatic,Petrol,2.5,19897,Good,4,None,1336747
Honda,Fit,2001,Japan,Manual,Diesel,3.0,174707,Poor,3,Leather Seats,173788
Toyota,RAV4,2007,Japan,Manual,Diesel,2.0,65308,Good,4,Backup Camera,616251
Mercedes,GLA,2019,Germany,Automatic,Diesel,3.2,31044,Very Good,0,Bluetooth,3269456
Nissan,X-Trail,2022,Japan,Automatic,Petrol,4.0,166155,Excellent,5,Backup Camera,2122138
Toyota,Camry,2012,Japan,Automatic,Diesel,2.5,49288,Fair,4,Bluetooth,825098
Nissan,Juke,2016,Japan,Automatic,Diesel,2.0,145186,Excellent,0,Heated Seats,1280961
Volkswagen,Polo,2008,Germany,Automatic,Petrol,3.2,193002,Very Good,2,Leather Seats,2341850
Honda,Accord,2009,Japan,Manual,Diesel,1.8,180882,Excellent,5,Heated Seats,819226
Subaru,Outback,2000,Japan,Manual,Diesel,1.8,89693,Very Good,5,GPS,346636
Toyota,Corolla,2000,Japan,Manual,Diesel,2.0,134429,Excellent,3,Leather Seats,219674
Honda,Accord,2002,Japan,Manual,Petrol,3.0,64811,Excellent,1,Leather Seats,506907
Nissan,Juke,2019,Japan,Manual,Petrol,2.0,44565,Fair,5,Sunroof,1086476
Toyota,RAV4,2019,Japan,Manual,Petrol,3.0,79861,Excellent,3,Heated Seats,1441144
Honda,Civic,2003,Japan,Automatic,Petrol,3.0,45082,Good,2,Leather Seats,698719
Volkswagen,Polo,2022,Germany,Automatic,Diesel,1.4,64108,Good,3,Heated Seats,2467102
BMW,5 Series,2009,Germany,Automatic,Petrol,2.0,135263,Very Good,0,Sunroof,1880613
BMW,3 Series,2008,Germany,Automatic,Diesel,1.4,177902,Poor,5,Heated Seats,973386
Mercedes,GLE,2019,Germany,Automatic,Petrol,2.5,133702,Fair,1,Backup Camera,1746706
Nissan,Qashqai,2011,Japan,Manual,Petrol,2.5,185133,Poor,4,Sunroof,375766
Mercedes,GLE,2005,Germany,Manual,Petrol,1.6,31310,Fair,1,GPS,1449388
BMW,5 Series,2001,Germany,Automatic,Petrol,3.0,168899,Fair,1,Backup Camera,1173964
Volkswagen,Polo,2008,Germany,Manual,Petrol,3.2,5058,Excellent,0,None,2979763
BMW,3 Series,2017,Germany,Automatic,Petrol,1.8,184955,Good,4,Leather Seats,1988440
Honda,Civic,2007,Japan,Automatic,Diesel,1.4,144243,Excellent,2,Heated Seats,715187
Volkswagen,Polo,2007,Germany,Manual,Petrol,3.0,190838,Fair,3,Leather Seats,1300661
Ford,Explorer,2007,USA,Manual,Petrol,2.0,129099,Fair,2,Heated Seats,486725
Ford,Fiesta,2012,USA,Automatic,Petrol,3.0,49982,Poor,4,Heated Seats,492229
Volkswagen,Passat,2002,Germany,Manual,Petrol,2.5,152065,Good,1,Backup Camera,1385115
Nissan,Qashqai,2015,Japan,Manual,Petrol,2.5,24684,Good,5,Backup Camera,1165833
BMW,X3,2014,Germany,Automatic,Diesel,4.0,76963,Very Good,1,Bluetooth,2889730
Mercedes,GLA,2000,Germany,Automatic,Petrol,2.5,53666,Very Good,4,None,1389051
Subaru,Forester,2003,Japan,Automatic,Petrol,2.0,116686,Good,1,None,386004
Subaru,Forester,2021,Japan,Manual,Petrol,1.4,59789,Excellent,1,Backup Camera,1797953
Subaru,Outback,2020,Japan,Automatic,Petrol,1.4,34617,Fair,5,None,1057357
Honda,Fit,2018,Japan,Manual,Petrol,1.6,156259,Excellent,1,None,1532749
Ford,Explorer,2008,USA,Manual,Diesel,2.0,12355,Excellent,4,Heated Seats,938926
Nissan,Qashqai,2002,Japan,Automatic,Diesel,2.5,48139,Excellent,4,Sunroof,684228
Ford,Fiesta,2013,USA,Automatic,Diesel,1.8,141924,Poor,5,None,520313
Honda,CR-V,2015,Japan,Automatic,Petrol,1.8,68525,Poor,5,None,675139
Nissan,Qashqai,2017,Japan,Automatic,Petrol,1.6,127912,Fair,2,None,801371
BMW,5 Series,2001,Germany,Automatic,Diesel,4.0,87423,Very Good,2,Backup Camera,2151003
Toyota,Land Cruiser,2023,Japan,Automatic,Diesel,2.0,59075,Good,0,Sunroof,1579881
Honda,Fit,2015,Japan,Manual,Petrol,2.0,178715,Fair,4,Sunroof,749108
Toyota,Camry,2023,Japan,Automatic,Petrol,3.2,104122,Poor,1,GPS,1175349
Honda,CR-V,2004,Japan,Manual,Petrol,1.6,115896,Good,5,GPS,483828
Mercedes,C-Class,2020,Germany,Automatic,Diesel,1.4,37037,Good,1,GPS,2523573
Ford,Ranger,2021,USA,Automatic,Diesel,2.5,66091,Poor,1,Bluetooth,846893
Nissan,Qashqai,2003,Japan,Automatic,Diesel,2.0,25232,Fair,1,None,609698
Toyota,Corolla,2012,Japan,Manual,Diesel,2.5,125752,Very Good,1,GPS,1005442
Mercedes,GLE,2007,Germany,Manual,Diesel,2.5,98801,Poor,4,None,965106
Nissan,X-Trail,2018,Japan,Manual,Petrol,1.6,130711,Very Good,5,Bluetooth,1258027
Toyota,Camry,2002,Japan,Automatic,Petrol,4.0,142350,Good,4,None,867407
Ford,Explorer,2007,USA,Manual,Petrol,1.6,105628,Poor,4,Sunroof,224954
Subaru,Outback,2022,Japan,Manual,Petrol,2.5,110781,Excellent,0,Heated Seats,1595026
Ford,Fiesta,2008,USA,Automatic,Diesel,3.0,77805,Fair,5,Bluetooth,629193
BMW,X3,2000,Germany,Manual,Petrol,3.0,56981,Fair,1,Backup Camera,1128504
Toyota,Land Cruiser,2020,Japan,Automatic,Petrol,3.0,28844,Excellent,5,Heated Seats,1721509
Honda,Accord,2002,Japan,Automatic,Petrol,1.8,163186,Fair,2,Heated Seats,286839
Volkswagen,Polo,2013,Germany,Manual,Petrol,1.8,158178,Good,3,Leather Seats,1812677
